date,VIX,BICLB10Y,SKEW,TWOs10s,FIVEs30s,FED5Y,CUGOLD,CSIBARC
2007-10-04,0.1844,0.020003,1.2021,0.005348,0.005591,0.027972,11.302549965541,0.000403
2007-10-05,0.1691,0.019544,1.1973,0.005613,0.005347,0.027947,11.1397557666214,0.00039
2007-10-08,0.1746,0.019544,1.1848,0.005612,0.005347,0.027947,10.8483816013629,0.00039
2007-10-09,0.1612,0.019225,1.1913,0.005231,0.004882,0.027829,10.9510869565217,0.000387
2007-10-10,0.1667,0.019105,1.1864,0.00508299999999999,0.005012,0.028067,11.035413153457,0.000383
2007-10-11,0.1888,0.019245,1.1744,0.005193,0.005256,0.028094,10.7877169559413,0.000377
2007-10-12,0.1773,0.018888,1.1954,0.004554,0.00488499999999999,0.028017,10.7605070046698,0.000376
2007-10-15,0.1925,0.018928,1.1745,0.004596,0.005137,0.027926,10.7399354286091,0.000375
2007-10-16,0.2002,0.019327,1.1664,0.005221,0.005651,0.027912,10.6375949785266,0.000383
2007-10-17,0.1854,0.019278,1.1848,0.005783,0.00617999999999999,0.027787,10.4459016393443,0.000397
2007-10-18,0.185,0.019707,1.1728,0.005828,0.006295,0.027586,10.2859386246156,0.000413
2007-10-19,0.2296,0.019885,1.1499,0.006117,0.006578,0.027599,10.3145478374836,0.000428
2007-10-22,0.2164,0.019692,1.157,0.005556,0.006048,0.027595,10.3294509151414,0.00043
2007-10-23,0.2041,0.01987,1.1642,0.00590199999999999,0.006387,0.027786,10.2802505769865,0.000426
2007-10-24,0.208,0.020012,1.1648,0.006022,0.006568,0.027706,10.1518151815182,0.000432
2007-10-25,0.2117,0.019825,1.1567,0.006134,0.006591,0.02799,10.1172638436482,0.000429
2007-10-26,0.1956,0.019894,1.1634,0.006283,0.006452,0.028154,10.1007508181993,0.000429
2007-10-29,0.1987,0.019889,1.1519,0.005842,0.006146,0.02805,9.94927076727964,0.000433
2007-10-30,0.2107,0.02011,1.1446,0.005739,0.006285,0.027583,9.90743696137887,0.000435
2007-10-31,0.1853,0.019992,1.1688,0.005256,0.00577100000000001,0.027611,9.78467384420519,0.000425
2007-11-01,0.2321,0.020242,1.1467,0.00589599999999999,0.006257,0.027985,9.49699462195508,0.000442
2007-11-02,0.2301,0.020335,1.1652,0.00642399999999999,0.006644,0.028104,9.33458882611425,0.000447
2007-11-05,0.2431,0.020362,1.1538,0.006596,0.006652,0.028011,9.20161540851196,0.000452
2007-11-06,0.2139,0.020374,1.1546,0.006654,0.006731,0.028573,9.09422492401216,0.000448
2007-11-07,0.2649,0.021316,1.1558,0.007662,0.007786,0.028588,8.76572798082684,0.000461
2007-11-08,0.2616,0.021571,1.1503,0.008151,0.008554,0.028415,8.56021876114612,0.000472
2007-11-09,0.285,0.021967,1.1577,0.007879,0.008498,0.028206,8.45460012026458,0.000485
2007-11-12,0.3109,0.021967,1.1792,0.007882,0.008499,0.028206,8.65588052271313,0.000485
2007-11-13,0.241,0.021765,1.2109,0.007223,0.007717,0.028106,8.61050668324526,0.000492
2007-11-14,0.2594,0.0219,1.197,0.007505,0.007783,0.027915,8.76459741856177,0.000491
2007-11-15,0.2806,0.022497,1.1831,0.008236,0.008528,0.027658,8.72670025188917,0.000513
2007-11-16,0.2549,0.02243,1.193,0.008267,0.00841,0.027753,8.9142133586578,0.000519
2007-11-19,0.2601,0.022986,1.1561,0.009228,0.009348,0.028012,8.72440136098093,0.000544
2007-11-20,0.2488,0.023139,1.141,0.008983,0.009532,0.027841,8.54179761156505,0.000549
2007-11-21,0.2684,0.024033,1.1149,0.010098,0.011136,0.028077,8.16416040100251,0.000569
2007-11-22,0.2684,0.024033,1.1149,0.010123,0.011143,0.028077,8.17304699657641,0.000569
2007-11-23,0.2561,0.023811,1.1132,0.009213,0.01022,0.028317,8.23060410916897,0.000567
2007-11-26,0.2891,0.023909,1.0994,0.009541,0.010855,0.02795,8.13253012048193,0.00058
2007-11-27,0.2628,0.024123,1.0931,0.0088,0.009887,0.028091,8.14677767499229,0.000576
2007-11-28,0.2411,0.023953,1.1128,0.008587,0.009236,0.027474,8.37542874961023,0.000562
2007-11-29,0.2397,0.024656,1.1079,0.008905,0.00944,0.0277,8.65953429830082,0.000563
2007-11-30,0.2287,0.025021,1.1185,0.009432,0.00997199999999999,0.027975,8.93426930440332,0.000554
2007-12-03,0.2361,0.025641,1.1157,0.009976,0.010836,0.027947,8.6707044947402,0.000559
2007-12-04,0.2379,0.025174,1.1037,0.010204,0.010803,0.027679,8.39498432601881,0.000562
2007-12-05,0.2253,0.025453,1.1208,0.010259,0.011178,0.027388,8.44262295081967,0.000554
2007-12-06,0.2096,0.026024,1.1279,0.009811,0.010938,0.027389,8.39051777916407,0.000549
2007-12-07,0.2085,0.026252,1.1279,0.010048,0.010741,0.02779,8.7192429022082,0.000536
2007-12-10,0.2074,0.025833,1.1339,0.009908,0.010644,0.027628,8.43113032736257,0.000527
2007-12-11,0.2359,0.026406,1.1127,0.010505,0.011569,0.02758,8.43276661514683,0.000539
2007-12-12,0.2247,0.025907,1.1303,0.009565,0.010765,0.027387,8.25552825552826,0.000531
2007-12-13,0.2256,0.025589,1.1145,0.009689,0.010452,0.027587,8.13038591232671,0.000526
2007-12-14,0.2327,0.02556,1.1131,0.009264,0.010264,0.0277,8.29005699810006,0.000525
2007-12-17,0.2452,0.026051,1.0975,0.009705,0.01055,0.027622,8.06955422067657,0.000537
2007-12-18,0.2264,0.025421,1.1038,0.009268,0.010255,0.027668,7.93285669878769,0.00054
2007-12-19,0.2168,0.025722,1.1122,0.009284,0.010136,0.027594,8.14004376367615,0.00055
2007-12-20,0.2058,0.024993,1.1181,0.009597,0.010209,0.027515,8.21125432254008,0.00055
2007-12-21,0.1847,0.025121,1.1512,0.00976500000000001,0.010057,0.02796,8.38371375694016,0.000543
2007-12-24,0.186,0.025075,1.1586,0.009704,0.009785,0.027933,8.38371375694016,0.000541
2007-12-25,0.186,0.025075,1.1586,0.009703,0.00978299999999999,0.027933,8.38371375694016,0.000541
2007-12-26,0.1866,0.025151,1.152,0.009735,0.009669,0.027959,8.38371375694016,0.000537
2007-12-27,0.2026,0.025331,1.1412,0.009875,0.009955,0.027827,8.29915560916767,0.000545
2007-12-28,0.2074,0.025468,1.129,0.009693,0.010038,0.027485,8.19190404797601,0.000558
2007-12-31,0.225,0.025368,1.1165,0.009766,0.010125,0.027362,8.00599700149925,0.000562
2008-01-01,0.225,0.025368,1.1165,0.009768,0.010127,0.027362,8.00599700149925,0.000562
2008-01-02,0.2317,0.025467,1.1061,0.010273,0.010761,0.027283,7.97756126365515,0.000573
2008-01-03,0.2249,0.025882,1.1138,0.010811,0.011114,0.026851,8.11550328928218,0.00058
2008-01-04,0.2394,0.026049,1.0953,0.011211,0.01192,0.02648,8.08187134502924,0.000593
2008-01-07,0.2379,0.026289,1.1019,0.010879,0.011848,0.02666,8.04189700320047,0.000604
2008-01-08,0.2543,0.027078,1.0917,0.011047,0.012344,0.026803,8.27704636519748,0.000615
2008-01-09,0.2412,0.026685,1.1076,0.011041,0.01208,0.026676,8.23261117445838,0.000628
2008-01-10,0.2345,0.027563,1.1025,0.011915,0.012975,0.0272,8.13118461973424,0.00062
2008-01-11,0.2368,0.028065,1.0879,0.012324,0.013378,0.027659,8.19304152637486,0.000626
2008-01-14,0.229,0.028053,1.1138,0.012145,0.013146,0.027943,8.2039911308204,0.000627
2008-01-15,0.2334,0.028249,1.0815,0.011994,0.013099,0.027911,7.84227820372399,0.000635
2008-01-16,0.2438,0.027755,1.0849,0.012353,0.013363,0.027919,7.86737847710031,0.000638
2008-01-17,0.2846,0.028489,1.1,0.01221,0.013836,0.028011,7.87053194483535,0.000657
2008-01-18,0.2718,0.029003,1.1062,0.012836,0.014211,0.028303,8.09637188208617,0.00066
2008-01-21,0.2718,0.029003,1.1062,0.012848,0.014214,0.028303,7.88522238163558,0.00066
2008-01-22,0.3101,0.030668,1.1461,0.014398,0.016371,0.029415,8.02285714285714,0.000693
2008-01-23,0.2902,0.02862,1.1307,0.014512,0.015785,0.029815,7.73430903461863,0.000679
2008-01-24,0.2778,0.029282,1.1337,0.013924,0.014936,0.02999,7.72064888644487,0.000656
2008-01-25,0.2908,0.030106,1.1264,0.013676,0.015131,0.029682,7.6449768581541,0.000653
2008-01-28,0.2778,0.029994,1.1415,0.013921,0.014881,0.029911,7.65934363981557,0.000653
2008-01-29,0.2732,0.029531,1.1382,0.013912,0.014715,0.030206,7.88642509464575,0.000633
2008-01-30,0.2762,0.030544,1.1233,0.015005,0.015464,0.030052,7.79107725788901,0.000637
2008-01-31,0.262,0.030369,1.0643,0.015002,0.015621,0.03033,7.96100731112916,0.000645
2008-02-01,0.2402,0.030074,1.1486,0.015241,0.015683,0.030164,7.9037988521454,0.000642
2008-02-04,0.2599,0.030156,1.1288,0.01584,0.016043,0.029824,8.12307692307692,0.000635
2008-02-05,0.2824,0.030499,1.1201,0.016549,0.016899,0.029993,8.03380281690141,0.000648
2008-02-06,0.2897,0.030715,1.1193,0.016655,0.017057,0.030368,8.11738648947951,0.000651
2008-02-07,0.2766,0.030431,1.1271,0.01713,0.016936,0.030802,8.38010558488469,0.000645
2008-02-08,0.2801,0.030872,1.1171,0.01721,0.017276,0.030245,8.40381991814461,0.000666
2008-02-11,0.276,0.030956,1.1457,0.017091,0.0175,0.030198,8.45860566448802,0.000677
2008-02-12,0.2633,0.031121,1.1397,0.017448,0.017655,0.030337,8.60196292257361,0.000678
2008-02-13,0.2488,0.030818,1.1625,0.018154,0.018045,0.030018,8.65406006674082,0.000669
2008-02-14,0.2554,0.031337,1.1419,0.019282,0.018706,0.029845,8.47682119205298,0.000659
2008-02-15,0.2502,0.031314,1.1203,0.018573,0.018204,0.029524,8.47123287671233,0.00067
2008-02-18,0.2502,0.031314,1.1203,0.018576,0.018205,0.029524,8.82812067533905,0.00067
2008-02-19,0.2559,0.030641,1.1357,0.018288,0.017286,0.030106,8.86363636363636,0.000662
2008-02-20,0.244,0.030698,1.1224,0.017655,0.016304,0.030108,8.85869565217391,0.000667
2008-02-21,0.2512,0.030994,1.1244,0.018026,0.017474,0.029365,8.91534391534391,0.000673
2008-02-22,0.2406,0.031085,1.1358,0.017847,0.01743,0.029656,8.83351007423118,0.00067
2008-02-25,0.2303,0.030936,1.1342,0.017884,0.016944,0.029885,8.74433484404159,0.000657
2008-02-26,0.219,0.031204,1.1239,0.018596,0.017778,0.030281,8.83137673425827,0.000655
2008-02-27,0.2269,0.031119,1.1161,0.018566,0.017615,0.030217,8.79103699843669,0.000655
2008-02-28,0.2353,0.032103,1.1133,0.018535,0.018546,0.030529,8.86689241990102,0.000678
2008-02-29,0.2654,0.032408,1.1019,0.018934,0.019334,0.030331,8.67730313947504,0.000707
2008-03-03,0.2628,0.032132,1.104,0.019155,0.019274,0.030772,8.67475973697522,0.000706
2008-03-04,0.2552,0.031958,1.1007,0.019695,0.019649,0.030759,8.54023863924854,0.000698
2008-03-05,0.246,0.03292,1.1024,0.020458,0.020262,0.032124,8.90713186249359,0.000693
2008-03-06,0.2755,0.033874,1.1046,0.020808,0.020856,0.032569,8.76088069636457,0.000705
2008-03-07,0.2749,0.034183,1.1028,0.020159,0.02112,0.032523,8.7866323907455,0.000716
2008-03-10,0.2938,0.034351,1.0989,0.019719,0.020888,0.033201,8.57363941191643,0.00073
2008-03-11,0.2636,0.033979,1.1271,0.018519,0.018827,0.03319,8.53092783505155,0.000725
2008-03-12,0.2722,0.034196,1.1147,0.018418,0.019491,0.033088,8.61096873398257,0.000743
2008-03-13,0.2729,0.034239,1.1258,0.019,0.019464,0.031618,8.42211055276382,0.000753
2008-03-14,0.3116,0.033921,1.1059,0.019892,0.019669,0.031288,8.33084205281515,0.000758
2008-03-17,0.3224,0.035339,1.1351,0.019656,0.020847,0.029602,7.96143386897404,0.000787
2008-03-18,0.2579,0.033872,1.124,0.018837,0.018954,0.030195,8.16091383163646,0.000765
2008-03-19,0.2984,0.034918,1.1311,0.018679,0.019075,0.029479,8.3244653103808,0.000768
2008-03-20,0.2662,0.034264,1.1371,0.017373,0.017846,0.029631,8.46880907372401,0.00077
2008-03-21,0.2662,0.034264,1.1371,0.017377,0.017848,0.029631,8.46880907372401,0.00077
2008-03-24,0.2573,0.033437,1.1456,0.017552,0.017438,0.029415,8.46880907372401,0.000738
2008-03-25,0.2572,0.033947,1.1487,0.017372,0.016958,0.028887,8.71324521176153,0.000731
2008-03-26,0.2608,0.034598,1.1208,0.018409,0.018144,0.029014,8.64008449960391,0.000734
2008-03-27,0.2588,0.03442,1.1178,0.018418,0.018506,0.029858,8.98336414048059,0.000728
2008-03-28,0.2571,0.034986,1.1078,0.017951,0.018144,0.030285,8.996521273749,0.000735
2008-03-31,0.2561,0.034904,1.1036,0.018272,0.018552,0.030099,8.98768077129084,0.000745
2008-04-01,0.2268,0.034417,1.1131,0.017683,0.017548,0.030425,9.40016896648831,0.000724
2008-04-02,0.2343,0.034037,1.1208,0.017018,0.016691,0.030325,9.60561797752809,0.000709
2008-04-03,0.2321,0.034127,1.1188,0.016907,0.016493,0.029934,9.53764640267708,0.000704
2008-04-04,0.2245,0.034343,1.1148,0.016512,0.016877,0.029701,9.57482054113749,0.000702
2008-04-07,0.2242,0.034044,1.1157,0.01624,0.016185,0.029554,9.4225580140313,0.000684
2008-04-08,0.2236,0.033936,1.1213,0.016851,0.016565,0.029594,9.33333333333333,0.000684
2008-04-09,0.2281,0.033893,1.1096,0.017146,0.017228,0.029253,9.52017448200654,0.000698
2008-04-10,0.2198,0.033606,1.1082,0.017003,0.016728,0.028812,9.29956896551724,0.000698
2008-04-11,0.2346,0.034006,1.099,0.017277,0.017283,0.028901,9.32363244408515,0.000704
2008-04-14,0.2382,0.034091,1.0962,0.017529,0.017548,0.028894,9.23367512142472,0.000694
2008-04-15,0.2278,0.033897,1.099,0.017361,0.017448,0.028954,9.06695348211885,0.000691
2008-04-16,0.2053,0.034214,1.1247,0.017258,0.016804,0.03065,9.22751322751323,0.000676
2008-04-17,0.2037,0.033627,1.1352,0.016242,0.016378,0.030313,9.1014799154334,0.00067
2008-04-18,0.2013,0.033239,1.1535,0.015767,0.015966,0.030417,9.43053645116919,0.000655
2008-04-21,0.205,0.032445,1.1531,0.01554,0.015542,0.030276,9.27599346761024,0.000648
2008-04-22,0.2087,0.032592,1.1442,0.015021,0.015062,0.029724,9.4760348583878,0.000648
2008-04-23,0.2026,0.032186,1.1333,0.015421,0.015358,0.02959,9.52142459654981,0.000642
2008-04-24,0.2006,0.031751,1.1427,0.014424,0.014544,0.029322,9.51982132886656,0.000633
